DAY_OF_WEEK,TRUCK_BRAND_NAME,CITY,LOCATION,DAILY_SALES
6,14,2,715,6478.0
3,4,4,1949,12629.0
3,13,4,742,3347.0
4,7,4,2102,6288.0
4,1,4,950,8348.0
1,11,4,635,9118.5
0,8,1,1649,4694.0
1,4,1,789,10018.0
6,5,0,1409,29375.0
1,14,0,477,29662.0
0,9,0,1258,28899.0
0,9,0,1463,34308.0
1,1,4,1083,6430.0
2,1,4,1669,5379.0
5,4,4,287,9830.0
3,12,1,458,13233.0
3,0,1,21,8692.0
4,11,1,1427,6262.5
4,6,1,1411,11663.0
5,6,1,981,11174.0
6,4,1,1555,9351.0
6,0,1,1894,7351.0
6,1,4,1327,5587.0
1,10,4,581,7349.5
1,14,0,1312,27244.0
1,14,0,1766,28475.0
1,7,1,314,8585.0
2,8,1,768,13474.0
1,12,0,413,47502.25
1,7,0,2088,23135.0
2,3,0,302,48239.0
3,1,0,1410,27943.0
4,1,0,1499,23392.0
1,3,0,2101,40667.0
2,14,0,307,29007.0
3,12,0,16,47925.25
6,1,2,1643,7346.0
0,14,2,150,4245.0
3,11,0,1718,32777.0
3,10,0,479,15595.5
0,7,4,1772,6773.0
3,7,0,252,45575.0
2,6,2,122,10495.0
3,6,2,1115,8300.0
5,8,2,173,9288.0
5,6,2,254,9069.0
4,2,4,1965,10128.0
5,3,1,8,16268.0
1,6,1,1638,9884.0
0,3,4,871,10677.0
6,6,2,804,13386.0
2,1,2,1988,8313.0
3,12,2,256,17318.75
1,7,4,1522,10042.0
2,11,4,1769,9540.5
3,4,4,1477,7770.0
2,0,1,1608,7363.0
3,2,1,23,16605.0
4,2,1,1526,15160.0
0,3,0,1049,120732.0
0,3,0,479,86134.0
0,10,2,1855,2156.5
0,8,2,656,4925.0
2,11,2,570,6099.0
3,7,2,173,6831.0
4,10,2,1793,2048.5
5,11,2,1306,5405.0
6,10,2,1461,4847.5
6,9,4,1778,11558.0
6,3,2,1793,8291.0
0,10,2,1793,2318.0
1,10,2,457,6640.5
4,3,4,201,11180.0
5,5,4,1114,9556.0
5,2,1,266,7611.0
6,2,1,473,7865.0
0,4,4,1777,9794.0
2,6,0,1984,42544.0
3,6,0,1264,35332.0
3,7,2,790,6528.0
4,10,2,733,3446.0
4,4,2,734,9110.0
4,5,2,128,6962.0
5,0,0,284,25231.0
5,11,2,128,12206.5
5,11,0,1437,30638.5
0,7,0,1698,23709.0
2,9,2,1268,6042.0
4,9,2,1222,4930.0
5,12,2,1763,10098.0
1,9,0,268,31819.0
1,3,1,903,16869.0
1,3,1,1581,13305.0
6,9,2,148,19663.0
6,12,2,2079,10331.0
0,9,4,512,10294.0
3,8,0,1883,32467.0
2,10,0,299,28919.5
2,13,1,1467,3710.0
3,4,1,244,8879.0
0,10,2,1064,2974.0
0,12,2,1470,7671.0
3,13,1,1255,4284.0
4,0,1,541,9797.0
0,0,1,50,6563.0
0,10,1,169,2947.0
2,6,4,1322,11368.0
4,7,0,1227,75382.0
4,7,0,1542,24008.0
1,6,2,1856,7382.0
2,13,1,2008,3245.0
3,12,1,859,11854.5
3,8,1,383,10173.0
4,12,1,961,10103.0
5,13,4,1811,3862.0
6,8,0,1172,30470.0
4,5,0,1838,27202.0
4,3,0,822,87373.0
2,14,0,1554,31530.0
5,2,1,1555,8365.0
5,0,1,1917,10478.0
0,3,1,1705,12474.0
2,5,0,1807,28672.0
2,5,0,172,31749.0
2,0,0,865,32905.0
2,8,1,2063,6285.0
4,14,1,557,6889.0
2,4,1,1074,4479.0
0,4,1,1320,5382.0
0,2,1,244,6039.0
1,13,3,508,525.0
6,5,3,573,1360.0
3,0,4,977,3744.0
2,9,0,782,34923.0
6,0,4,809,7573.0
2,6,1,448,11153.0
3,11,1,2056,8258.0
3,14,1,675,6449.0
5,2,4,1511,8590.0
6,11,4,1648,10145.5
6,1,3,1200,832.0
1,12,3,924,1110.5
1,13,3,1656,716.0
3,1,3,1037,951.0
4,3,3,1420,1472.0
0,6,3,1845,1669.0
1,9,3,507,2233.0
1,3,3,1954,1504.0
4,6,3,1032,1877.0
6,12,3,751,3811.5
6,7,3,911,1245.0
0,12,3,936,2747.5
0,3,3,1385,1476.0
3,9,3,1872,1691.0
6,10,2,1278,5178.5
5,3,0,84,39432.0
3,10,0,1814,12781.0
4,4,0,260,34900.0
0,11,2,295,9973.0
0,14,2,145,9745.0
2,10,2,602,4952.5
0,6,1,1752,15012.0
0,1,1,1790,6736.0
4,12,3,1590,1535.5
0,5,3,1016,981.0
1,10,3,1953,422.0
5,7,3,939,1026.0
1,7,3,1593,2553.0
2,13,3,895,458.0
5,4,2,854,6418.0
5,11,2,2045,4829.5
2,7,2,1815,6310.0
4,10,2,1189,4082.5
4,0,2,874,7611.0
6,14,0,1478,61458.0
1,8,1,779,6893.0
5,1,0,2068,27543.0
5,3,0,489,77855.0
6,7,2,1533,14289.0
0,7,2,1288,5186.0
0,0,2,1553,8660.0
0,4,3,939,811.0
4,9,3,1160,1197.0
6,10,3,1380,623.0
0,10,3,1178,370.5
5,5,3,1657,1787.0
6,4,3,890,1858.0
0,7,3,1405,1095.0
3,14,3,1021,1927.0
5,1,0,1428,28760.0
6,9,0,1312,35605.0
1,10,0,1236,13969.5
5,9,1,1916,12198.0
5,3,1,518,15519.0
5,0,1,1583,8320.0
0,12,1,1487,14551.75
6,1,0,1766,29936.0
6,11,0,1751,26270.0
0,7,0,409,50298.0
3,4,1,27,5935.0
1,4,0,652,37243.0
5,7,2,146,9601.0
4,10,2,1881,3732.5
4,11,2,1127,6635.5
4,13,2,1423,3528.0
6,10,2,1119,2941.0
3,7,0,666,27970.0
1,0,0,364,29522.0
0,0,4,2027,7592.0
1,3,4,825,12445.0
3,2,0,780,22733.0
3,9,0,429,29474.0
3,3,0,242,46451.0
6,4,2,2035,12321.0
1,8,1,906,19138.0
0,4,3,1328,2225.0
6,14,3,1059,969.0
2,13,3,1032,322.0
0,10,3,921,1492.5
5,3,0,677,40240.0
4,4,1,675,9038.0
4,4,0,665,32077.0
0,0,1,110,10457.0
2,6,1,1925,7905.0
6,0,1,472,8709.0
2,4,1,1487,11116.0
5,1,4,435,8379.0
0,1,4,954,4096.0
5,2,4,880,6080.0
3,0,0,1039,31919.0
4,10,0,263,14919.5
1,4,1,2081,8031.0
2,11,1,1990,6944.5
2,9,1,1612,8763.0
0,7,0,931,27835.0
2,7,0,1930,21152.0
4,5,0,42,27543.0
4,9,0,1603,35602.0
4,11,1,1555,8836.5
6,0,1,1649,7995.0
0,8,0,1913,31140.0
6,6,2,137,8503.0
2,10,2,1713,6578.5
2,0,2,965,8847.0
2,1,0,1359,25709.0
3,2,0,1323,22134.0
2,3,1,1077,9660.0
2,3,1,1944,11296.0
5,9,1,1550,11454.0
5,12,4,1574,15811.5
4,8,2,837,10456.0
3,9,0,113,35692.0
6,6,4,616,9103.0
6,1,4,380,4470.0
4,13,1,1801,2503.0
6,14,2,1283,5278.0
2,13,4,1927,2916.0
3,1,4,1978,7778.0
3,4,4,947,7408.0
0,13,1,1898,4892.0
2,8,1,1719,6789.0
2,2,1,1528,7915.0
0,11,0,19,54985.5
0,14,0,1299,27358.0
0,1,0,1607,55804.0
2,9,0,2019,37910.0
2,0,4,1633,7012.0
2,12,0,634,39951.75
1,0,0,1720,29574.0
3,7,0,1316,28396.0
0,0,4,1311,8239.0
5,12,0,2000,44365.5
1,0,2,1643,6238.0
3,1,2,28,5835.0
4,13,4,1605,5086.0
4,7,4,1492,6971.0
5,14,4,810,7529.0
6,1,0,206,30112.0
3,5,0,1766,26795.0
1,9,0,2004,30807.0
5,10,4,524,3799.5
3,10,0,235,13607.0
3,7,0,1838,27923.0
4,3,0,172,46661.0
6,4,2,1815,17142.0
2,7,0,1554,27874.0
1,10,4,1771,3039.5
2,11,4,396,5522.5
6,7,0,1090,49860.0
5,5,0,339,25104.0
5,1,0,2000,28202.0
5,3,0,1261,47743.0
5,4,0,1924,31067.0
6,6,1,993,13511.0
1,5,1,801,5799.0
2,7,1,1055,5965.0
3,12,1,953,13845.0
3,5,1,926,10147.0
6,1,1,5,7632.0
0,11,1,1999,10337.0
1,9,2,1815,8346.0
3,14,2,461,6253.0
3,13,2,1192,6643.0
4,11,2,1136,9498.0
4,5,2,95,7698.0
5,8,2,1127,8175.0
6,5,2,112,10162.0
2,11,0,1040,32345.0
3,13,0,170,16500.0
2,1,0,1231,24148.0
5,5,1,517,10043.0
5,9,1,52,9838.0
4,5,2,1135,8370.0
5,4,2,106,8747.0
6,6,2,43,7938.0
4,9,4,1769,7669.0
5,14,4,984,9536.0
5,9,4,618,16754.0
6,13,4,1964,13380.0
0,5,4,435,10035.0
2,5,4,1494,7172.0
3,13,2,124,6392.0
4,5,2,737,7765.0
4,6,2,2029,8422.0
5,10,2,2085,4024.5
4,10,0,1994,14928.5
4,5,1,930,9594.0
5,10,1,640,3760.5
5,12,1,1580,10809.75
6,12,1,826,10047.0
4,10,0,398,14518.5
2,1,0,1893,24212.0
4,7,4,1239,6932.0
4,1,4,396,8043.0
3,5,1,210,5806.0
0,13,4,1142,2775.0
1,2,4,1494,9397.0
1,0,4,819,10790.0
2,3,4,1574,11519.0
2,0,4,323,7458.0
0,2,2,1733,2952.0
0,1,2,1815,3483.0
2,11,2,728,9121.5
6,4,1,1089,8124.0
6,9,1,428,6378.0
0,8,1,1555,6376.0
1,2,0,2068,22341.0
3,10,1,1369,5099.5
3,9,2,456,9078.0
4,6,0,865,35800.0
0,10,0,176,13813.0
6,10,2,168,7014.5
6,10,4,502,4682.0
2,9,2,1860,7737.0
4,7,2,130,7536.0
4,0,2,976,7425.0
5,1,2,1301,7376.0
3,5,0,1901,30557.0
1,13,2,77,3179.0
1,8,2,842,5892.0
3,10,2,1650,4416.5
4,11,0,1176,25745.5
4,12,0,1,51432.75
4,12,2,1560,10058.75
5,6,2,1125,12623.0
0,10,4,415,4228.5
5,4,0,2014,34462.0
4,4,4,991,6735.0
4,3,0,528,42158.0
1,11,2,1423,6179.0
2,12,2,25,10791.0
4,4,2,95,11640.0
4,2,2,180,4985.0
5,13,2,1365,3615.0
2,11,0,402,30101.5
4,9,4,1738,7778.0
0,10,4,832,2511.5
3,11,0,855,33215.5
0,7,4,2118,4889.0
2,13,4,1139,3497.0
1,4,2,1895,8231.0
4,0,0,1205,29737.0
5,14,0,1795,27366.0
3,5,2,1579,8557.0
3,2,2,1518,5142.0
6,7,2,1859,6524.0
2,13,2,1191,5412.0
2,1,2,1695,6019.0
5,10,2,109,4467.0
3,9,4,1481,6787.0
5,13,4,437,5857.0
5,6,4,290,8565.0
5,1,4,377,9280.0
6,4,4,1978,12745.0
6,1,2,1112,7353.0
5,7,2,105,8190.0
6,0,2,462,5577.0
1,2,2,447,4446.0
4,1,2,282,5640.0
5,8,2,108,10433.0
1,11,2,1980,9241.0
0,13,0,242,15124.0
1,14,0,1431,27800.0
4,2,2,144,6759.0
2,2,2,152,5573.0
1,13,0,651,15114.0
6,13,2,441,3661.0
5,9,0,434,34018.0
6,2,2,1703,4240.0
4,13,2,1470,3149.0
6,13,2,842,4462.0
0,2,2,836,4623.0
2,3,0,1502,44402.0
4,9,0,476,30532.0
6,10,0,151,15806.0
3,13,2,1224,3386.0
6,14,2,1161,6260.0
2,0,2,456,5094.0
1,3,2,124,11123.0
2,2,1,1982,4843.0
3,4,1,486,10032.0
5,8,1,1008,8930.0
5,3,1,1097,13320.0
5,0,1,1011,9802.0
3,7,3,1020,650.0
4,0,3,39,2889.0
5,3,3,1875,1762.0
1,2,3,922,528.0
4,11,4,1617,8363.0
0,4,1,981,7302.0
0,6,1,360,7661.0
1,0,1,2059,9577.0
3,13,1,2086,4142.0
1,1,0,469,25422.0
1,2,4,604,5141.0
6,9,0,236,29464.0
1,8,4,480,6456.0
0,7,0,1274,49325.0
4,1,0,2093,24495.0
5,7,0,1279,23308.0
5,14,3,1867,1080.0
0,13,3,1867,1014.0
1,13,3,606,1221.0
1,3,3,776,1216.0
0,4,3,1013,698.0
5,9,3,550,2195.0
6,9,4,437,11565.0
0,4,4,568,9420.0
2,7,4,322,5026.0
3,5,4,956,5139.0
4,4,4,1779,9518.0
1,5,0,1754,27186.0
1,0,3,1389,787.0
2,14,3,1060,815.0
4,7,3,1380,1263.0
4,10,3,80,1281.5
5,6,3,1366,1472.0
2,6,3,1398,2035.0
1,0,3,505,1026.0
5,3,3,1863,1454.0
3,6,3,1374,1585.0
4,14,3,1179,1304.0
2,5,0,864,30846.0
6,5,3,547,1188.0
0,10,3,1420,373.0
5,6,3,1024,2103.0
1,13,3,1358,549.0
1,13,3,722,473.0
4,5,3,709,1182.0
2,0,2,1230,8142.0
1,8,1,545,8461.0
2,11,1,160,7055.0
2,2,1,492,3762.0
2,2,1,48,6830.0
3,9,1,1908,9776.0
3,6,1,1681,9996.0
0,10,4,482,3387.5
1,6,4,419,10764.0
2,6,4,1668,7353.0
1,14,3,1018,2221.0
1,6,3,1182,1930.0
0,3,3,1743,1141.0
1,0,3,1371,2449.0
4,0,1,1148,7087.0
3,7,0,1661,23064.0
3,2,0,1207,23477.0
0,8,1,1416,6554.0
0,8,1,2048,9679.0
1,10,0,1279,13355.0
1,10,0,1997,15182.0
6,7,3,510,1982.0
2,1,3,1750,1264.0
3,6,3,1377,1121.0
0,1,3,1353,957.0
2,6,3,744,2215.0
0,5,3,923,784.0
1,9,3,936,2271.0
4,3,3,1367,1584.0
0,8,0,942,32972.0
0,13,2,32,3116.0
5,4,2,1289,9962.0
6,2,2,972,7301.0
0,14,0,929,29628.0
5,11,2,1780,7966.0
0,2,2,32,3936.0
5,12,2,1303,15601.25
4,11,2,2028,8152.0
2,11,2,1065,6065.0
3,4,2,1291,6464.0
3,4,2,1287,14332.0
2,2,2,938,4400.0
1,13,2,1196,4443.0
1,13,2,1065,1747.0
5,13,2,30,4608.0
3,5,0,499,32232.0
3,3,0,1661,48446.0
6,11,2,1479,8949.5
6,12,2,2047,12668.0
0,13,2,179,1445.0
2,2,2,181,5822.0
0,0,2,1565,3976.0
2,2,2,1664,4571.0
6,0,2,734,7773.0
0,2,2,1363,2958.0
1,12,2,2021,5634.0
1,2,2,964,5037.0
6,11,0,865,28734.0
2,4,2,1131,5583.0
3,12,2,1625,5311.0
3,2,2,1419,7799.0
6,13,2,1125,2999.0
0,12,0,188,40335.75
0,11,2,1552,4127.0
3,12,2,1119,8161.5
0,10,3,2013,1365.5
3,13,3,1354,974.0
2,5,0,429,33428.0
4,10,1,228,3133.0
0,2,3,1652,890.0
1,7,3,1346,1342.0
6,0,3,1700,1451.0
5,14,3,506,1914.0
6,3,3,707,3173.0
0,7,3,1845,459.0
4,4,3,2112,1110.0
3,5,1,14,5061.0
2,14,3,1401,1624.0
5,4,3,1334,990.0
1,10,3,748,480.5
3,1,3,572,1338.0
6,1,3,712,1370.0
5,2,3,1208,823.0
3,2,3,1389,590.0
4,3,3,40,2170.0
1,3,3,1178,1085.0
1,9,3,37,1068.0
3,7,3,1658,840.0
4,4,3,916,570.0
1,5,3,1571,1025.0
2,1,3,798,798.0
0,14,3,719,830.0
6,1,3,1573,1634.0
5,9,3,1005,2781.0
6,11,3,1332,1343.5
1,2,3,578,1816.0
6,10,3,756,433.0
0,13,3,764,471.0
0,10,3,38,1734.0
1,9,3,893,2408.0
3,11,2,1715,3515.5
6,8,3,1652,1274.0
3,3,3,710,1545.0
0,7,3,509,533.0
4,14,3,1397,1066.0
2,0,1,1445,5207.0
3,5,3,610,666.0
0,2,3,916,730.0
1,1,3,750,636.0
3,5,3,2013,841.0
2,2,3,897,1114.0
5,1,3,1038,1576.0
0,2,3,610,1058.0
3,8,3,1863,1427.0
0,13,3,1985,348.0
2,0,3,1005,931.0
6,12,3,1403,1959.25
5,10,3,1346,819.5
6,6,3,1869,1178.0
6,13,3,1405,740.0
5,10,3,1839,753.0
4,3,3,1399,1730.0
6,7,3,1021,628.0
3,9,3,1386,1862.0
1,6,3,1432,2525.0
4,13,3,1421,773.0
6,13,3,709,631.0
0,8,3,1038,1050.0
2,4,3,550,1119.0
0,12,3,41,1125.75
5,9,3,723,1371.0
1,8,3,1377,883.0
5,3,3,1657,2755.0
0,13,3,2009,923.0
1,5,3,1929,801.0
2,5,3,1209,1908.0
5,9,3,775,1461.0
5,5,3,1350,2367.0
5,5,3,40,1054.0
0,13,3,496,398.0
4,12,3,1346,1644.0
6,1,3,1213,1098.0
5,12,3,594,1720.75
6,6,3,36,1681.0
2,1,3,1960,1023.0
0,4,3,891,687.0
1,13,3,142,437.0
3,9,3,1593,1368.0
6,9,3,574,1139.0
0,5,3,1845,714.0
1,7,2,1129,5257.0
4,13,3,1346,676.0
1,9,3,1351,1163.0
4,1,3,1187,1231.0
4,13,3,1875,602.0
1,1,3,580,830.0
5,11,3,924,1498.5
0,14,3,1955,707.0
0,10,3,594,485.5
1,13,3,923,1057.0
3,0,3,609,987.0
5,5,3,710,989.0
3,10,3,548,417.0
2,13,3,1804,454.0
3,5,1,887,4779.0
1,4,3,719,757.0
4,4,3,744,933.0
0,3,3,1851,1847.0
5,4,3,719,1392.0
2,10,3,710,355.5
3,7,3,748,863.0
2,7,3,1376,756.0
5,14,3,1406,1320.0
0,5,3,1178,1488.0
3,9,3,1331,1116.0
2,14,3,923,729.0
6,0,3,1572,1474.0
0,5,3,916,853.0
0,1,4,726,3891.0
5,9,3,2112,2694.0
0,7,3,1380,681.0
0,7,3,1036,858.0
3,0,3,894,1106.0
4,6,3,1076,1059.0
0,6,3,509,1181.0
1,7,3,1451,695.0
2,3,3,719,2358.0
0,13,3,1386,333.0
3,2,3,1178,691.0
2,1,3,547,1142.0
5,12,3,81,1856.25
0,9,3,1366,600.0
0,10,3,1346,350.5
2,4,3,1700,1033.0
0,9,3,1199,688.0
1,12,3,1863,1662.5
0,7,3,80,961.0
6,12,3,750,2373.25
1,9,3,910,911.0
4,7,3,1186,766.0
2,3,3,1211,1374.0
2,4,3,683,1154.0
5,14,3,763,1296.0
2,0,3,41,997.0
5,0,3,1985,1213.0
3,3,3,1573,3212.0
4,1,3,1572,1025.0
4,14,3,1350,1324.0
6,3,3,1652,2299.0
2,3,3,1420,1810.0
0,4,3,505,949.0
0,2,3,1948,1662.0
4,13,3,1333,287.0
4,5,3,1657,1372.0
0,0,3,1371,705.0
0,4,3,1839,862.0
0,10,3,745,381.0
3,6,3,591,670.0
6,14,3,554,932.0
0,1,3,1187,800.0
6,11,3,1058,1196.5
0,13,3,1383,552.0
2,13,3,78,634.0
4,13,3,704,551.0
4,10,3,510,349.5
2,7,3,1198,648.0
3,1,3,1208,847.0
3,3,3,1851,1377.0
1,0,3,913,858.0
6,9,3,1394,1204.0
0,10,3,1371,281.0
6,7,3,91,1644.0
4,9,3,711,827.0
2,9,3,1670,887.0
3,4,3,750,1211.0
0,13,3,1018,449.0
2,11,3,1652,871.0
1,4,3,716,1149.0
0,6,3,577,988.0
5,11,3,705,740.0
5,5,3,1839,904.0
3,2,3,760,412.0
4,8,0,17,34089.0
4,2,0,1088,46599.0
0,1,1,1467,5850.0
1,10,1,68,2714.5
1,12,1,693,10085.75
1,0,1,277,16705.0
3,10,1,1612,4223.0
3,9,1,1903,18340.0
4,4,1,979,8232.0
5,12,1,1592,34444.0
1,7,0,394,52230.0
6,0,1,729,7277.0
0,12,1,392,9800.0
0,7,1,982,5158.0
0,2,1,1719,6688.0
1,1,0,500,25546.0
1,3,0,31,45974.0
2,10,0,405,14682.0
3,10,0,1456,15811.5
4,0,0,1505,26946.0
5,2,0,1053,21148.0
0,0,1,2024,14294.0
1,11,1,789,25266.5
3,0,1,349,6298.0
6,4,0,260,62962.0
2,4,2,461,5720.0
3,2,2,2021,9259.0
6,4,2,877,9660.0
0,8,1,2059,21553.0
6,11,2,57,5513.5
6,11,2,1490,18917.5
1,4,2,1226,7826.0
5,4,2,1272,21470.0
3,4,2,1895,19928.0
6,4,2,112,7975.0
2,10,2,1641,2568.0
2,13,2,1880,4744.0
2,0,0,1310,27009.0
2,10,3,719,388.0
6,13,3,712,1093.0
0,7,3,1687,1517.0
1,7,3,1026,899.0
6,10,2,156,4250.5
4,0,2,1072,20319.0
4,3,0,402,86673.0
2,6,2,446,7288.0
4,13,2,2011,8810.0
6,13,2,1268,3090.0
3,11,2,2092,5913.5
0,2,2,2096,3805.0
6,11,2,1507,6498.5
0,3,2,836,8171.0
1,5,2,1859,13986.0
5,0,1,1798,7695.0
5,0,1,1594,18523.0
6,11,1,14,16847.0
0,3,1,629,17871.0
0,2,2,94,4275.0
5,10,2,69,3720.5
5,10,2,845,5302.5
3,3,4,1811,40559.0
6,5,2,1667,12325.0
2,14,0,2044,90853.0
6,10,0,1558,13087.5
0,0,0,1232,52521.0
6,4,1,1583,18657.0
1,8,1,249,15844.0
6,4,0,1718,36880.0
6,0,0,192,29388.0
4,12,2,700,7504.25
0,13,2,773,6768.0
5,5,1,26,7120.0
1,14,1,826,7987.0
2,0,2,1223,19178.0
5,4,2,602,16005.0
3,2,2,849,12151.0
0,13,2,178,8828.0
4,11,2,1560,12919.0
4,8,0,250,28453.0
1,8,0,153,30210.0
3,5,3,1983,1988.0
2,6,3,1351,1615.0
6,14,3,2013,5277.0
2,4,0,634,71281.0
2,1,0,780,47163.0
4,1,3,1380,570.0
1,9,3,1671,3745.0
6,5,3,1014,2538.0
1,10,3,612,1041.5
0,0,2,1290,6924.0
1,5,2,1161,13641.0
1,3,2,1305,14785.0
3,0,2,1727,17182.0
4,12,2,1280,19822.5
3,0,2,1100,6260.0
3,13,2,456,6045.0
0,2,0,2072,53441.0
0,10,2,774,5658.5
1,10,0,1970,13629.5
5,3,2,1419,14823.0
6,14,2,727,15527.0
6,8,2,1301,9210.0
6,9,2,1293,21031.0
3,12,2,1293,33781.5
3,13,2,1298,3008.0
1,10,0,310,26555.0
1,7,0,1504,46761.0
1,2,0,986,47876.0
5,11,2,1579,13312.0
3,8,1,459,17058.0
3,5,1,1748,10736.0
4,11,1,1908,16878.5
3,10,0,1928,29556.5
6,12,1,859,8438.75
2,4,1,800,6719.0
2,14,1,1526,16136.0
3,13,1,8,8480.0
3,5,1,269,15877.0
3,6,1,1592,9243.0
6,6,1,2048,23035.0
0,10,1,1710,4523.0
6,13,1,267,12859.0
1,10,2,1134,5308.0
4,10,2,935,5473.5
2,13,1,54,5710.0
6,0,2,447,9027.0
3,2,2,837,3387.0
1,5,0,523,31164.0
3,11,2,1758,6602.0
4,13,2,124,4803.0
2,2,2,1301,8425.0
4,10,4,323,7533.0
1,13,2,1296,6069.0
6,11,2,156,23902.0
2,8,2,1761,6106.0
5,11,2,1249,7275.5
5,13,2,736,10530.0
3,4,2,254,9144.0
1,10,1,272,3135.0
4,13,2,1559,2885.0
3,5,3,724,970.0
4,13,3,1430,1416.0
5,14,3,580,1377.0
4,3,3,1868,3947.0
5,3,3,88,1361.0
6,11,3,1866,1084.5
6,14,3,1869,1359.0
4,2,2,1733,5966.0
1,4,2,1230,7192.0
6,8,0,1977,30587.0
0,8,0,666,29408.0
5,10,2,774,3481.0
5,5,2,1132,9729.0
1,3,0,1767,87775.0
5,10,2,770,6838.0
2,5,0,1679,80952.0
2,3,2,105,13762.0
3,4,2,1305,6528.0
3,13,2,181,6443.0
2,11,2,1507,6435.0
3,2,2,217,5192.0
6,3,1,858,20219.0
4,2,1,861,7714.0
6,11,1,1122,5500.5
2,3,1,1882,28973.0
3,7,1,788,9907.0
3,5,1,267,6500.0
5,8,1,1417,10182.0
5,10,0,1754,12583.0
1,13,2,1284,3616.0
2,13,2,2117,3484.0
4,13,2,71,4328.0
2,4,1,1933,7278.0
2,11,2,1127,7458.0
3,7,2,1136,12896.0
3,0,2,258,20160.0
5,14,2,1518,6217.0
0,12,2,373,10369.0
3,13,4,1238,3034.0
3,5,4,1721,14030.0
4,2,4,379,6605.0
2,3,0,1783,127532.0
3,14,0,2072,57541.0
0,11,2,1167,11524.5
5,0,2,655,13690.0
1,2,3,1367,690.0
2,14,0,337,26904.0
0,1,2,700,4845.0
3,9,1,244,8846.0
3,9,0,1718,62550.0
6,2,2,570,8163.0
0,0,2,187,10398.0
0,10,2,770,3223.5
2,2,0,1718,25350.0
1,10,2,1836,3570.0
1,11,2,1041,21190.5
0,2,2,1289,8454.0
0,9,0,1207,33353.0
6,5,4,795,19439.0
4,5,4,958,10595.0
0,2,4,664,5205.0
2,10,0,141,13031.5
2,14,0,1662,92500.0
4,10,4,1116,4912.5
1,11,4,1116,13923.0
6,11,4,824,17788.5
0,11,4,1734,5775.5
1,0,1,840,15728.0
2,2,1,240,16164.0
3,11,1,277,11964.5
3,8,1,1557,7900.0
6,12,1,161,14561.0
6,7,1,1467,15342.0
2,0,0,957,30388.0
4,5,4,1534,6263.0
5,0,4,327,11587.0
4,1,2,1545,6864.0
5,11,2,182,6930.0
4,4,1,1594,8278.0
5,13,1,279,14758.0
1,11,1,1177,7796.0
3,4,1,1454,18804.0
3,12,2,1490,7871.75
4,14,0,1838,26629.0
6,6,2,1579,10232.0
0,11,1,1087,12669.5
1,10,4,1655,8576.5
2,10,4,2025,12495.0
4,11,4,878,19654.0
4,0,4,1321,7683.0
5,11,4,867,15723.5
1,0,4,1785,8534.0
4,4,1,111,7129.0
3,12,1,7,11160.0
0,5,0,1680,54011.0
0,11,1,1369,3011.0
3,6,1,981,28484.0
6,13,1,273,4860.0
1,14,0,1028,28033.0
2,11,1,1508,12555.5
5,4,1,1530,10020.0
5,13,1,277,3509.0
2,13,1,237,2823.0
5,10,0,1438,15920.5
5,8,0,1901,35407.0
2,10,0,528,13862.0
4,3,0,1410,43598.0
6,12,0,170,94822.75
0,1,0,139,78109.0
0,0,0,339,29361.0
0,4,1,1101,6070.0
2,13,1,1469,6639.0
2,6,1,674,12909.0
1,7,0,1619,49570.0
2,4,0,696,31193.0
4,13,1,1684,4965.0
5,6,1,1719,20491.0
2,3,0,619,38194.0
1,2,0,85,21462.0
2,9,0,869,31966.0
2,9,0,63,36601.0
3,13,4,831,10589.0
4,10,4,215,4626.0
2,13,1,7,3488.0
5,4,1,1922,26849.0
6,8,1,493,7456.0
5,2,2,837,5831.0
3,1,2,146,4284.0
6,4,2,1042,15419.0
6,12,2,106,15043.75
4,14,0,404,54170.0
5,2,0,483,21597.0
1,0,4,1237,5814.0
3,6,4,581,17167.0
6,9,0,84,71405.0
1,9,0,1711,34525.0
0,3,0,339,47093.0
5,13,1,427,4860.0
6,8,1,1699,17472.0
1,7,0,1970,50830.0
1,0,0,1662,27529.0
3,11,1,1153,23882.0
0,13,1,237,9492.0
4,4,4,1722,10001.0
6,2,4,2031,6820.0
6,0,4,205,11784.0
2,3,0,1258,87196.0
3,14,0,941,27431.0
6,13,1,961,13141.0
3,3,1,1122,11493.0
4,4,1,525,8413.0
4,11,1,448,6250.5
2,2,2,131,3805.0
2,9,2,30,8128.0
2,0,2,570,8362.0
3,5,2,152,6792.0
5,7,2,1072,8902.0
3,3,0,63,43507.0
2,14,2,1287,23765.0
3,7,2,1063,4964.0
3,2,2,395,8413.0
6,7,4,1575,6697.0
6,6,4,983,8023.0
1,10,4,954,4260.0
3,10,4,1080,3510.0
6,10,4,1630,7156.0
5,10,4,562,4213.0
2,11,4,410,13131.0
3,0,4,2051,8669.0
4,10,4,1921,6008.0
0,10,4,2073,3766.0
2,11,4,833,5132.5
1,13,1,1683,3493.0
5,4,2,1194,8546.0
5,7,2,457,21246.0
5,1,2,1129,9935.0
3,5,4,562,5093.0
3,5,4,2007,5877.0
4,5,4,1777,6766.0
4,0,4,1605,11178.0
4,0,4,1797,18837.0
4,5,0,1409,54262.0
2,7,0,1066,49151.0
2,9,0,307,137613.0
2,1,0,18,52947.0
0,6,1,21,6832.0
2,6,1,349,16082.0
